text,label,category
Your UPI ID has been flagged for suspicious activity. Verify at http://tinyurl.com/1onx0g,scam,phishing/fraud
"Dear winner, your lottery ticket 1929 won first prize. Contact us immediately.",scam,phishing/fraud
"Dear winner, your lottery ticket 7921 won first prize. Contact us immediately.",scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Claim your employee referral bonus of Rs 1000 from HR.,safe,normal
Job Offer: You are selected for Business Analyst. Salary 2 LPA. Pay Rs. 2000 processing fee to raj@axisbank.,scam,phishing/fraud
Hey I found a great deal on phones. Check this link: http://bit.ly/oagp01,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
HDFC Bank: Complete your pending KYC at http://bit.ly/7ndjwt or account will be suspended in 24hrs.,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
You've been selected for the leadership training program. Details in email.,safe,normal
Pay Rs. 10 processing fee to raj@axisbank to claim your cashback reward.,scam,phishing/fraud
Your bank OTP is 6460. If not initiated by you call 2556383000 immediately.,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Alert: Your credit card statement is ready. View in the banking app.,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://short.link/gom62h,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/s8g8ta,scam,phishing/fraud
Security alert: New device logged into your Netflix account.,safe,normal
Could you please share the design files for review?,safe,normal
Your internet bill of Rs. 100 is due on the 15th.,safe,normal
Your leave request for next week has been approved.,safe,normal
Your Uber ride receipt: Rs 100. Trip from MG Road to Indiranagar.,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
Security alert: New device logged into your Netflix account.,safe,normal
HDFC Bank: Complete your pending KYC at http://short.link/yzoyn6 or account will be suspended in 24hrs.,scam,phishing/fraud
Just checking in. How are you doing?,safe,normal
Please find the attached project report for the Software Developer position.,safe,normal
Your invoice #7377 of Rs 50000 has been processed.,safe,normal
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via merchant@upi.,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Your invoice #6532 of Rs 1 has been processed.,safe,normal
Work from home opportunity. Earn Rs 50K daily. Registration at http://short.link/wwpm3x,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
I've pushed the code changes to the feature branch.,safe,normal
Please find the attached project report for the Software Developer position.,safe,normal
Your bank OTP is 1931. If not initiated by you call 2447174654 immediately.,scam,phishing/fraud
Urgent: The meeting is moved to 3 PM. Please update your calendar.,safe,normal
Special government scheme! Get Rs 2000 deposited directly. Apply: http://tinyurl.com/ipicer,scam,phishing/fraud
Your leave request for next week has been approved.,safe,normal
Just checking in. How are you doing?,safe,normal
Transaction alert: Rs 50 debited. Not you? Click http://tinyurl.com/5mn32u to block card.,scam,phishing/fraud
Transaction alert: Rs 50000 debited. Not you? Click http://short.link/sd3m0x to block card.,scam,phishing/fraud
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Your OTP for net banking login is 4897. Valid for 5 minutes.,safe,normal
The quarterly review meeting is moved to 10:30 AM.,safe,normal
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
Job Offer: You are selected for Digital Marketing Manager. Salary 25 LPA. Pay Rs. 2000 processing fee to seller@paytm.,scam,phishing/fraud
You have been selected as the lucky winner of our weekly draw. Reference 8576.,scam,phishing/fraud
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://short.link/kr0aym,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/ctzg4f,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://short.link/3oag4g,scam,phishing/fraud
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Hiring Customer Support. No interview needed. Deposit Rs 1500 security fee via priya@oksbi.,scam,phishing/fraud
Selected for internship at Google. Pay 1 registration fee to proceed.,scam,phishing/fraud
Verify your WhatsApp account or it will be deleted: http://bit.ly/udktmo,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Reminder: Doctor's appointment tomorrow at 9:00 PM.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
Good morning! Hope you have a productive day.,safe,normal
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Can you send me the notes from yesterday's lecture?,safe,normal
Your WhatsApp is expiring. Update now: http://bit.ly/qq4d3k,scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
You have been selected as the lucky winner of our weekly draw. Reference 6751.,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://bit.ly/wsevi9,scam,phishing/fraud
Work from home opportunity. Earn Rs 50000K daily. Registration at http://bit.ly/5rwsf5,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Congratulations! You won Rs. 25 Lakhs! Claim the prize at http://short.link/kkzsn9,scam,phishing/fraud
Security alert: New device logged into your Netflix account.,safe,normal
Transaction alert: Rs 10000 debited. Not you? Click http://tinyurl.com/cwbpa2 to block card.,scam,phishing/fraud
Scan this QR code to receive Rs 500 cashback instantly.,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://bit.ly/0ifd0t,scam,phishing/fraud
Congratulations! You won Rs. 2000 Lakhs! Claim the prize at http://short.link/210q2l,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Your OTP for net banking login is 8171. Valid for 5 minutes.,safe,normal
Congratulations! You won Rs. 2000 Lakhs! Claim the prize at http://tinyurl.com/om5fkt,scam,phishing/fraud
Hey I found a great deal on phones. Check this link: http://bit.ly/2fjxlf,scam,phishing/fraud
Job Offer: You are selected for Customer Support. Salary 50 LPA. Pay Rs. 2000 processing fee to merchant@upi.,scam,phishing/fraud
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Click here to join the Zoom meeting: https://zoom.us/j/3335,safe,normal
I'll be 10 minutes late. Start without me.,safe,normal
Reminder: Doctor's appointment tomorrow at 3:15 AM.,safe,normal
Selected for internship at Google. Pay 10 registration fee to proceed.,scam,phishing/fraud
Your WhatsApp is expiring. Update now: http://tinyurl.com/wozq48,scam,phishing/fraud
Send Rs 1 via UPI to merchant@upi and get Rs 100 credited back instantly.,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Your WhatsApp is expiring. Update now: http://short.link/2nr1p0,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Your UPI ID has been flagged for suspicious activity. Verify at http://bit.ly/q9nz61,scam,phishing/fraud
Your OTP for net banking login is 1764. Valid for 5 minutes.,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/yjhu8m,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
You have been selected as the lucky winner of our weekly draw. Reference 1256.,scam,phishing/fraud
Special government scheme! Get Rs 5 deposited directly. Apply: http://tinyurl.com/stqmgv,scam,phishing/fraud
Job Offer: You are selected for Data Entry Operator. Salary 10000 LPA. Pay Rs. 2000 processing fee to merchant@upi.,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
Pay Rs. 100 processing fee to seller@paytm to claim your cashback reward.,scam,phishing/fraud
You have been selected as the lucky winner of our weekly draw. Reference 9728.,scam,phishing/fraud
Meeting is scheduled for 2:45 PM. See you there.,safe,normal
Pay Rs. 1 processing fee to user@ybl to claim your cashback reward.,scam,phishing/fraud
Click here to join the Zoom meeting: https://zoom.us/j/9990,safe,normal
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Work from home opportunity. Earn Rs 1K daily. Registration at http://short.link/ezz1r2,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Please find the attached project report for the Customer Support position.,safe,normal
Invest Rs 10000 today and get 3x returns guaranteed in 7 days. http://tinyurl.com/h9q3vi,scam,phishing/fraud
Verify your WhatsApp account or it will be deleted: http://short.link/qeq7z7,scam,phishing/fraud
Your OTP for net banking login is 6932. Valid for 5 minutes.,safe,normal
Job Offer: You are selected for Software Developer. Salary 5000 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Your WhatsApp is expiring. Update now: http://short.link/tidzs1,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://bit.ly/e094d6,scam,phishing/fraud
URGENT: Your account ending 9464 is frozen. Click http://bit.ly/dzr1yx to verify immediately.,scam,phishing/fraud
Work from home opportunity. Earn Rs 5000K daily. Registration at http://tinyurl.com/vyow47,scam,phishing/fraud
Job Offer: You are selected for Digital Marketing Manager. Salary 5 LPA. Pay Rs. 2000 processing fee to user@ybl.,scam,phishing/fraud
Electricity bill for this month: Rs 10000. Due date: 20th.,safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://short.link/q84gd5,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://tinyurl.com/ox5df8,scam,phishing/fraud
Job Offer: You are selected for Data Entry Operator. Salary 10 LPA. Pay Rs. 2000 processing fee to raj@axisbank.,scam,phishing/fraud
Electricity bill for this month: Rs 5000. Due date: 20th.,safe,normal
Reminder: Doctor's appointment tomorrow at 6:30 PM.,safe,normal
Congratulations! You won Rs. 10000 Lakhs! Claim the prize at http://short.link/kx7n89,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://tinyurl.com/jpdmn1 or account will be suspended in 24hrs.,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Quick survey: answer 3 questions to win a gift card worth Rs 5000. http://tinyurl.com/2wcfie,scam,phishing/fraud
Your bank OTP is 3168. If not initiated by you call 9101576764 immediately.,scam,phishing/fraud
Work from home opportunity. Earn Rs 500K daily. Registration at http://short.link/qdy4lm,scam,phishing/fraud
Reminder: Update your payment method to continue your subscription. http://bit.ly/xe0of3,scam,phishing/fraud
Transaction alert: Rs 10 debited. Not you? Click http://short.link/bb8nmt to block card.,scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Your mobile number won Rs 1 in Jio lottery. Contact +917339776719 now.,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://tinyurl.com/gy1fko,scam,phishing/fraud
URGENT: Your account ending 1208 is frozen. Click http://short.link/ddur82 to verify immediately.,scam,phishing/fraud
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via merchant@upi.,scam,phishing/fraud
The food was amazing. Thanks for the recommendation!,safe,normal
Hiring Business Analyst. No interview needed. Deposit Rs 1500 security fee via merchant@upi.,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Your bank OTP is 5331. If not initiated by you call 4989266591 immediately.,scam,phishing/fraud
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://bit.ly/ioyggv,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Offer Letter! Join our firm as Business Analyst. Mandatory training kit fee Rs. 5000 via priya@oksbi.,scam,phishing/fraud
Crypto opportunity: Double your money in 48 hours. Minimum Rs 50. http://short.link/ux5qrl,scam,phishing/fraud
Verify your WhatsApp account or it will be deleted: http://bit.ly/4c8j6e,scam,phishing/fraud
"FYI, the new office policy starts Monday.",safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://tinyurl.com/5mv6b6,scam,phishing/fraud
You've been selected for the leadership training program. Details in email.,safe,normal
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://tinyurl.com/fn07ea,scam,phishing/fraud
Your UPI ID has been flagged for suspicious activity. Verify at http://bit.ly/f0iszh,scam,phishing/fraud
Your leave request for next week has been approved.,safe,normal
Job Offer: You are selected for Data Entry Operator. Salary 500 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Please find the attached project report for the Customer Support position.,safe,normal
Someone shared a photo of you! Check it out: http://tinyurl.com/3ev6nz,scam,phishing/fraud
Crypto opportunity: Double your money in 48 hours. Minimum Rs 25. http://bit.ly/bt3g2q,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
Can you send Rs 1000 to raj@axisbank? I'll pay you back with interest tomorrow.,scam,phishing/fraud
Offer Letter! Join our firm as Digital Marketing Manager. Mandatory training kit fee Rs. 5000 via merchant@upi.,scam,phishing/fraud
"Dear winner, your lottery ticket 3355 won first prize. Contact us immediately.",scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
Can you send Rs 10 to raj@axisbank? I'll pay you back with interest tomorrow.,scam,phishing/fraud
Special government scheme! Get Rs 10000 deposited directly. Apply: http://short.link/og983a,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Electricity bill for this month: Rs 100. Due date: 20th.,safe,normal
Reminder: Update your payment method to continue your subscription. http://short.link/5acobt,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://tinyurl.com/py8udq or account will be suspended in 24hrs.,scam,phishing/fraud
Your mobile number won Rs 5 in Jio lottery. Contact +916519825309 now.,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://bit.ly/p6beff,scam,phishing/fraud
The quarterly review meeting is moved to 12:30 AM.,safe,normal
Invest Rs 25 today and get 3x returns guaranteed in 7 days. http://bit.ly/qxdsgv,scam,phishing/fraud
URGENT: Your account ending 3595 is frozen. Click http://short.link/07gbas to verify immediately.,scam,phishing/fraud
Congratulations! You won Rs. 5000 Lakhs! Claim the prize at http://bit.ly/f4hetv,scam,phishing/fraud
Your invoice #9097 of Rs 50000 has been processed.,safe,normal
Send Rs 1 via UPI to merchant@upi and get Rs 10 credited back instantly.,scam,phishing/fraud
Job Offer: You are selected for Business Analyst. Salary 5000 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Your order has been placed successfully. Track: http://bit.ly/wzuacz,scam,phishing/fraud
Your internet bill of Rs. 5000 is due on the 15th.,safe,normal
Hiring Software Developer. No interview needed. Deposit Rs 1500 security fee via user@ybl.,scam,phishing/fraud
Can you send Rs 100 to user@ybl? I'll pay you back with interest tomorrow.,scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
Job Offer: You are selected for Digital Marketing Manager. Salary 2 LPA. Pay Rs. 2000 processing fee to seller@paytm.,scam,phishing/fraud
Alert: Someone logged into your email from Russia. Secure your account: http://tinyurl.com/lxxezd,scam,phishing/fraud
Reminder: Update your payment method to continue your subscription. http://bit.ly/sfta1s,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://tinyurl.com/kxdrkz or account will be suspended in 24hrs.,scam,phishing/fraud
Hey! Are we still on for dinner at 5:15 PM?,safe,normal
Your invoice #4263 of Rs 25 has been processed.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
Alert: Your credit card statement is ready. View in the banking app.,safe,normal
Pay Rs. 10000 processing fee to seller@paytm to claim your cashback reward.,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
The quarterly review meeting is moved to 4:00 AM.,safe,normal
Work from home opportunity. Earn Rs 100K daily. Registration at http://short.link/3xz6ol,scam,phishing/fraud
Security alert: New device logged into your Netflix account.,safe,normal
Selected for internship at Google. Pay 1 registration fee to proceed.,scam,phishing/fraud
Your internet bill of Rs. 50 is due on the 15th.,safe,normal
Free health check-up camp this Sunday. Register at http://tinyurl.com/wiseno. Limited slots.,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
You've been selected for the leadership training program. Details in email.,safe,normal
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
"Dear winner, your lottery ticket 9824 won first prize. Contact us immediately.",scam,phishing/fraud
Let's set up a call to discuss the project timeline.,safe,normal
Just checking in. How are you doing?,safe,normal
Can you pick up groceries on the way home?,safe,normal
URGENT: Your account ending 1116 is frozen. Click http://short.link/ssnh2o to verify immediately.,scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
Pay Rs. 5 processing fee to priya@oksbi to claim your cashback reward.,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Selected for internship at Google. Pay 5 registration fee to proceed.,scam,phishing/fraud
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Your Amazon package will arrive between 2-5 PM today.,safe,normal
I won a small prize in the office raffle today!,safe,normal
Your leave request for next week has been approved.,safe,normal
Your UPI ID has been flagged for suspicious activity. Verify at http://tinyurl.com/tvyfyk,scam,phishing/fraud
Offer Letter! Join our firm as Business Analyst. Mandatory training kit fee Rs. 5000 via merchant@upi.,scam,phishing/fraud
Transaction alert: Rs 5000 debited. Not you? Click http://short.link/z52qzs to block card.,scam,phishing/fraud
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://tinyurl.com/2twdl9,scam,phishing/fraud
Click here to join the Zoom meeting: https://zoom.us/j/3859,safe,normal
Limited seats available for the workshop. Register on the company portal.,safe,normal
Job Offer: You are selected for Digital Marketing Manager. Salary 5000 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Your internet bill of Rs. 5000 is due on the 15th.,safe,normal
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://bit.ly/vh7ujo,scam,phishing/fraud
Could you please share the design files for review?,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://short.link/noemqg,scam,phishing/fraud
Your UPI ID has been flagged for suspicious activity. Verify at http://short.link/63lrit,scam,phishing/fraud
I've pushed the code changes to the feature branch.,safe,normal
Your Uber ride receipt: Rs 5. Trip from MG Road to Indiranagar.,safe,normal
Hey! Are we still on for dinner at 1:00 PM?,safe,normal
Just checking in. How are you doing?,safe,normal
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
URGENT: Your account ending 5272 is frozen. Click http://tinyurl.com/i18k0a to verify immediately.,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
Great presentation today! The client seemed impressed.,safe,normal
Security alert: New device logged into your Netflix account.,safe,normal
Please find the attached project report for the Data Entry Operator position.,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/t8545y,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
Please find the attached project report for the Software Developer position.,safe,normal
Electricity bill for this month: Rs 10. Due date: 20th.,safe,normal
Selected for internship at Google. Pay 500 registration fee to proceed.,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://short.link/09zgnx or account will be suspended in 24hrs.,scam,phishing/fraud
Verify your WhatsApp account or it will be deleted: http://tinyurl.com/wryesu,scam,phishing/fraud
Send Rs 1 via UPI to priya@oksbi and get Rs 2 credited back instantly.,scam,phishing/fraud
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://short.link/8yqk94,scam,phishing/fraud
The food was amazing. Thanks for the recommendation!,safe,normal
Pay Rs. 2 processing fee to raj@axisbank to claim your cashback reward.,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://bit.ly/0e1adn,scam,phishing/fraud
Work from home opportunity. Earn Rs 2000K daily. Registration at http://bit.ly/tyjr39,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Pay Rs. 1000 processing fee to priya@oksbi to claim your cashback reward.,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Congratulations! You won Rs. 10 Lakhs! Claim the prize at http://bit.ly/tcv1lt,scam,phishing/fraud
Your leave request for next week has been approved.,safe,normal
Meeting is scheduled for 1:00 PM. See you there.,safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://tinyurl.com/emn8mj,scam,phishing/fraud
Crypto opportunity: Double your money in 48 hours. Minimum Rs 5. http://short.link/3c6sci,scam,phishing/fraud
Limited seats available for the workshop. Register on the company portal.,safe,normal
Thanks for the update. I will review it shortly.,safe,normal
The quarterly review meeting is moved to 9:15 AM.,safe,normal
Happy birthday! Have a great day ahead.,safe,normal
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Could you please share the design files for review?,safe,normal
Security alert: New device logged into your Netflix account.,safe,normal
Work from home opportunity. Earn Rs 50K daily. Registration at http://short.link/spye9r,scam,phishing/fraud
Your Uber ride receipt: Rs 10. Trip from MG Road to Indiranagar.,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Work from home opportunity. Earn Rs 100K daily. Registration at http://short.link/y1sy9l,scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://tinyurl.com/uu62rz,scam,phishing/fraud
Congratulations on the promotion! Well deserved!,safe,normal
Your WhatsApp is expiring. Update now: http://bit.ly/x0ly66,scam,phishing/fraud
Meeting is scheduled for 3:15 PM. See you there.,safe,normal
Could you please share the design files for review?,safe,normal
Someone shared a photo of you! Check it out: http://tinyurl.com/3juwli,scam,phishing/fraud
The quarterly review meeting is moved to 3:00 PM.,safe,normal
Can you pick up groceries on the way home?,safe,normal
Congratulations! You won Rs. 5000 Lakhs! Claim the prize at http://bit.ly/p18obs,scam,phishing/fraud
Congratulations! You won Rs. 50000 Lakhs! Claim the prize at http://short.link/fholqc,scam,phishing/fraud
Job Offer: You are selected for Customer Support. Salary 1 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Free health check-up camp this Sunday. Register at http://tinyurl.com/o8i5mm. Limited slots.,scam,phishing/fraud
Congratulations! You won Rs. 2 Lakhs! Claim the prize at http://tinyurl.com/uq4s2f,scam,phishing/fraud
Selected for internship at Google. Pay 25 registration fee to proceed.,scam,phishing/fraud
Crypto opportunity: Double your money in 48 hours. Minimum Rs 2000. http://tinyurl.com/33guwy,scam,phishing/fraud
Your WhatsApp is expiring. Update now: http://short.link/mf9pml,scam,phishing/fraud
Electricity bill for this month: Rs 100. Due date: 20th.,safe,normal
Let's catch up this weekend. Are you free?,safe,normal
Don't forget mom's birthday is next week.,safe,normal
Claim your employee referral bonus of Rs 1 from HR.,safe,normal
Pay Rs. 1 processing fee to raj@axisbank to claim your cashback reward.,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Good morning! Hope you have a productive day.,safe,normal
Your mobile number won Rs 10 in Jio lottery. Contact +917154544432 now.,scam,phishing/fraud
Quick survey: answer 3 questions to win a gift card worth Rs 1000. http://bit.ly/taip1k,scam,phishing/fraud
Limited seats available for the workshop. Register on the company portal.,safe,normal
Electricity bill for this month: Rs 1000. Due date: 20th.,safe,normal
Congratulations! You won Rs. 25 Lakhs! Claim the prize at http://tinyurl.com/ftylav,scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
Your friend referred you. You can earn Rs 5000 daily. Just register here.,scam,phishing/fraud
Special government scheme! Get Rs 10000 deposited directly. Apply: http://bit.ly/nkfvdh,scam,phishing/fraud
Congratulations! You won Rs. 2000 Lakhs! Claim the prize at http://short.link/asfqbv,scam,phishing/fraud
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Special government scheme! Get Rs 50 deposited directly. Apply: http://bit.ly/84z4ur,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Your order has been placed successfully. Track: http://tinyurl.com/cnic4d,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
Selected for internship at Google. Pay 50 registration fee to proceed.,scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
Your Uber ride receipt: Rs 10. Trip from MG Road to Indiranagar.,safe,normal
Invest Rs 1 today and get 3x returns guaranteed in 7 days. http://bit.ly/1yrujo,scam,phishing/fraud
Electricity bill for this month: Rs 25. Due date: 20th.,safe,normal
Could you please share the design files for review?,safe,normal
Send Rs 1 via UPI to user@ybl and get Rs 1000 credited back instantly.,scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://short.link/btfbsc,scam,phishing/fraud
Could you please share the design files for review?,safe,normal
Electricity bill for this month: Rs 5000. Due date: 20th.,safe,normal
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Your internet bill of Rs. 100 is due on the 15th.,safe,normal
Hiring Business Analyst. No interview needed. Deposit Rs 1500 security fee via priya@oksbi.,scam,phishing/fraud
Free health check-up camp this Sunday. Register at http://bit.ly/e6zado. Limited slots.,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Electricity bill for this month: Rs 500. Due date: 20th.,safe,normal
Crypto opportunity: Double your money in 48 hours. Minimum Rs 500. http://short.link/oh9sdb,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Your order has been placed successfully. Track: http://short.link/c23u2g,scam,phishing/fraud
Scan this QR code to receive Rs 1000 cashback instantly.,scam,phishing/fraud
Quick survey: answer 3 questions to win a gift card worth Rs 50. http://short.link/agp60q,scam,phishing/fraud
Quick survey: answer 3 questions to win a gift card worth Rs 2000. http://short.link/pgqtto,scam,phishing/fraud
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via seller@paytm.,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Just checking in. How are you doing?,safe,normal
Electricity bill for this month: Rs 50000. Due date: 20th.,safe,normal
Your friend referred you. You can earn Rs 2 daily. Just register here.,scam,phishing/fraud
Invest Rs 25 today and get 3x returns guaranteed in 7 days. http://tinyurl.com/a8v4x7,scam,phishing/fraud
The quarterly review meeting is moved to 4:45 PM.,safe,normal
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://tinyurl.com/r45ed5,scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://tinyurl.com/6a3kkr,scam,phishing/fraud
Send Rs 1 via UPI to merchant@upi and get Rs 2000 credited back instantly.,scam,phishing/fraud
Invest Rs 25 today and get 3x returns guaranteed in 7 days. http://bit.ly/6lfewv,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Don't forget mom's birthday is next week.,safe,normal
Electricity bill for this month: Rs 100. Due date: 20th.,safe,normal
Job Offer: You are selected for Customer Support. Salary 1000 LPA. Pay Rs. 2000 processing fee to merchant@upi.,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Hey! Are we still on for dinner at 10:45 AM?,safe,normal
Dear customer your SBI account is blocked. Re-activate using http://short.link/1ypqpm,scam,phishing/fraud
Your UPI ID has been flagged for suspicious activity. Verify at http://tinyurl.com/5l6bsp,scam,phishing/fraud
Send Rs 1 via UPI to user@ybl and get Rs 500 credited back instantly.,scam,phishing/fraud
Scan this QR code to receive Rs 10 cashback instantly.,scam,phishing/fraud
"FYI, the new office policy starts Monday.",safe,normal
"Dear winner, your lottery ticket 6260 won first prize. Contact us immediately.",scam,phishing/fraud
Your leave request for next week has been approved.,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Job Offer: You are selected for Customer Support. Salary 50000 LPA. Pay Rs. 2000 processing fee to raj@axisbank.,scam,phishing/fraud
Your invoice #3584 of Rs 100 has been processed.,safe,normal
Your bank OTP is 1506. If not initiated by you call 2371006876 immediately.,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Reminder: Doctor's appointment tomorrow at 6:30 PM.,safe,normal
Pay Rs. 5 processing fee to merchant@upi to claim your cashback reward.,scam,phishing/fraud
Your Uber ride receipt: Rs 2000. Trip from MG Road to Indiranagar.,safe,normal
Invest Rs 10 today and get 3x returns guaranteed in 7 days. http://tinyurl.com/05nms6,scam,phishing/fraud
